filename,class,xmin,ymin,width,height,xmax,ymax
"WSLP_all/000019@30.05311709926,-90.7483916023804.jpg",1,178,213,268,132,446,345
"WSLP_all/000020@30.0527207235924,-90.7478988598103.jpg",1,154,273,250,103,404,376
"WSLP_all/000021@30.0522261475268,-90.7478078532693.jpg",1,102,236,287,137,389,373
"WSLP_all/000022@30.0509546786264,-90.7474232126101.jpg",3,201,247,314,124,515,371
"WSLP_all/000023@30.0525752801897,-90.7488451535239.jpg",1,279,256,276,115,555,371
"WSLP_all/000024@30.0523231473137,-90.7485164088241.jpg",4,263,255,284,113,547,368
"WSLP_all/000025@30.0518363255023,-90.7484066405866.jpg",1,216,264,277,111,493,375
"WSLP_all/000026@30.0510315738232,-90.7481368390152.jpg",1,164,253,237,131,401,384
"WSLP_all/000027@30.0506540538514,-90.7480385707675.jpg",3,177,246,260,115,437,361
"WSLP_all/000028@30.0502593556742,-90.7478802522607.jpg",1,165,233,263,147,428,380
"WSLP_all/000029@30.0656701828739,-90.7009715845613.jpg",3,90,308,283,82,373,390
"WSLP_all/000030@30.0639850628894,-90.7006108218303.jpg",1,254,303,134,84,388,387
"WSLP_all/000031@30.0649330596528,-90.7011079318261.jpg",1,121,279,384,121,505,400
"WSLP_all/000032@30.0653263970123,-90.7013434550839.jpg",1,285,294,176,101,461,395
"WSLP_all/000033@30.066055642784,-90.701794955834.jpg",1,296,284,191,113,487,397
"WSLP_all/000034@30.0664834106252,-90.7020714276825.jpg",3,289,310,181,97,470,407
"WSLP_all/000035@30.0666070331192,-90.7021670360573.jpg",6,264,285,224,141,488,426
"WSLP_all/000036@30.0669814719944,-90.7023612092009.jpg",3,282,274,198,141,480,415
"WSLP_all/000037@30.0673562013805,-90.7025703364554.jpg",1,284,296,234,122,518,418
"WSLP_all/000039@30.0656760899882,-90.751748006143.jpg",1,102,279,354,108,456,387
"WSLP_all/000040@30.0653549986239,-90.7517552855442.jpg",1,161,270,291,88,452,358
"WSLP_all/000043@30.0648370217424,-90.752647970933.jpg",4,275,299,180,89,455,388
"WSLP_all/000045@30.0644128894403,-90.7516631293571.jpg",6,0,29,584,512,584,541
"WSLP_all/000046@30.0636466309739,-90.7533358499583.jpg",6,60,59,469,415,529,474
"WSLP_all/000047@30.061106918468,-90.7537026291689.jpg",3,0,266,274,233,274,499
"WSLP_all/000048@30.0614701857017,-90.7530379866433.jpg",2,1,263,640,169,641,432
"WSLP_all/000050@30.0571846761509,-90.7551082883966.jpg",1,175,270,404,138,579,408
"WSLP_all/000051@30.0513522764926,-90.7549518637629.jpg",1,348,290,124,90,472,380
"WSLP_all/000053@30.0450873979575,-90.7459651140357.jpg",1,179,263,220,148,399,411
"WSLP_all/000054@30.0426380373044,-90.7469941399658.jpg",1,274,284,139,87,413,371
"WSLP_all/000055@30.0429223233019,-90.7480410727216.jpg",1,160,243,213,153,373,396
"WSLP_all/000056@30.0433780009731,-90.7480603965416.jpg",1,211,248,212,154,423,402
"WSLP_all/000059@30.042090243485,-90.7484784249212.jpg",6,215,176,290,204,505,380
"WSLP_all/000061@30.045146200671,-90.7496170647203.jpg",1,214,275,165,112,379,387
"WSLP_all/000062@30.0450469593764,-90.7504676546399.jpg",2,284,261,194,124,478,385
"WSLP_all/000063@30.0444560896149,-90.750899572541.jpg",1,132,268,328,120,460,388
"WSLP_all/000064@30.0414001309442,-90.7516104485538.jpg",6,156,175,338,232,494,407
"WSLP_all/000065@30.0415561284137,-90.7524264254714.jpg",6,199,253,301,186,500,439
"WSLP_all/000066@30.0629184210335,-90.8084892057539.jpg",6,210,246,258,150,468,396
"WSLP_all/000067@30.0859578532528,-90.8291045472716.jpg",6,210,247,246,163,456,410
"WSLP_all/000068@30.0886135685815,-90.8324757676042.jpg",6,163,238,299,168,462,406
"WSLP_all/000069@30.0894521187404,-90.8326203612815.jpg",6,169,246,311,203,480,449
"WSLP_all/000070@30.0043431452759,-90.4576168687166.jpg",1,0,256,557,298,557,554
"WSLP_all/000071@30.0045411158995,-90.4575515927229.jpg",2,0,218,641,359,641,577
"WSLP_all/000072@30.004811405671,-90.457432255297.jpg",1,112,261,514,269,626,530
"WSLP_all/000073@30.0024193916864,-90.4577181478362.jpg",3,0,222,525,292,525,514
"WSLP_all/000074@30.0025823346641,-90.4576497374308.jpg",2,0,226,530,282,530,508
"WSLP_all/000075@30.0029058189236,-90.4575692074216.jpg",2,0,135,596,386,596,521
"WSLP_all/000076@30.0033720296127,-90.4574609466517.jpg",2,0,237,490,271,490,508
"WSLP_all/000077@30.0033566815935,-90.4572083580105.jpg",2,0,231,534,295,534,526
"WSLP_all/000078@30.0038052983257,-90.4570925096188.jpg",1,0,204,639,345,639,549
"WSLP_all/000079@30.0050526508141,-90.4583416500859.jpg",1,114,253,299,175,413,428
"WSLP_all/000080@30.0059643311256,-90.4577722675214.jpg",1,55,222,573,282,628,504
"WSLP_all/000081@30.0055822494797,-90.4578944515298.jpg",1,191,138,436,460,627,598
"WSLP_all/000082@30.0053979462069,-90.4579433353256.jpg",1,107,229,415,283,522,512
"WSLP_all/000083@30.0055305574313,-90.4572091340619.jpg",1,0,254,576,240,576,494
"WSLP_all/000084@30.0053266288959,-90.4551583561804.jpg",4,281,295,182,102,463,397
"WSLP_all/000085@30.0052966597489,-90.4546933203785.jpg",1,207,259,311,157,518,416
"WSLP_all/000086@30.0418506241065,-90.442053022725.jpg",4,218,256,242,193,460,449
"WSLP_all/000088@30.0180709172669,-90.4686319995334.jpg",1,119,256,276,129,395,385
"WSLP_all/000089@30.0176675744848,-90.4687675175675.jpg",1,62,266,346,153,408,419
"WSLP_all/000090@30.0174232873265,-90.4687694136939.jpg",4,214,271,244,168,458,439
"WSLP_all/000091@30.0168261425217,-90.4687975320178.jpg",1,117,258,219,128,336,386
"WSLP_all/000092@30.0192713494916,-90.4642129357413.jpg",2,0,167,623,272,623,439
"WSLP_all/000093@30.0151840859954,-90.4679950197416.jpg",6,95,199,397,226,492,425
"WSLP_all/000096@30.0143694136632,-90.4660486794125.jpg",1,9,263,367,126,376,389
"WSLP_all/000097@30.0144795933436,-90.4658763340915.jpg",3,91,251,352,149,443,400
"WSLP_all/000098@30.0148293593131,-90.4656229090247.jpg",4,158,213,257,243,415,456
"WSLP_all/000100@30.0136128501764,-90.4661005065408.jpg",3,286,303,216,115,502,418
"WSLP_all/000101@30.0138137877938,-90.4659258565106.jpg",3,308,315,211,108,519,423
"WSLP_all/000102@30.0139245673913,-90.4657861162279.jpg",1,308,290,247,123,555,413
"WSLP_all/000103@30.014045201785,-90.4657146032928.jpg",3,273,280,232,162,505,442
"WSLP_all/000104@30.0143544634569,-90.465419821778.jpg",1,232,298,300,107,532,405
"WSLP_all/000105@30.0107077556028,-90.4662624252333.jpg",1,166,308,227,103,393,411
"WSLP_all/000106@30.0151531787551,-90.4652006263797.jpg",3,164,256,210,141,374,397
"WSLP_all/000107@30.0154063463108,-90.4649398859358.jpg",1,28,238,368,171,396,409
"WSLP_all/000108@30.0154776528565,-90.4648109130854.jpg",1,149,256,272,167,421,423
"WSLP_all/000109@30.0155963264084,-90.464638363999.jpg",3,177,268,276,161,453,429
"WSLP_all/000110@30.0158067573089,-90.4643689254547.jpg",1,169,233,309,212,478,445
"WSLP_all/000111@30.016244467796,-90.4639665600081.jpg",1,209,268,237,145,446,413
"WSLP_all/000112@30.016571490535,-90.4635637341071.jpg",1,147,276,380,156,527,432
"WSLP_all/000113@30.0151057144494,-90.4645041435423.jpg",1,159,259,340,144,499,403
"WSLP_all/000114@30.0152755699023,-90.4643368048531.jpg",3,208,270,193,135,401,405
"WSLP_all/000115@30.0155462508156,-90.4639549830043.jpg",1,199,278,205,125,404,403
"WSLP_all/000116@30.0163573718838,-90.4630540534948.jpg",1,278,258,221,132,499,390
"WSLP_all/000117@30.017110697806,-90.4629827017248.jpg",1,200,263,266,160,466,423
"WSLP_all/000118@30.0173171708561,-90.4628013871236.jpg",1,228,218,275,147,503,365
"WSLP_all/000119@30.0168753032355,-90.4625453140314.jpg",1,12,263,439,145,451,408
"WSLP_all/000120@30.0224867456624,-90.4564878349666.jpg",3,0,259,363,133,363,392
"WSLP_all/000121@30.0232507235323,-90.4556466685418.jpg",1,0,254,413,155,413,409
"WSLP_all/000122@30.0281872715824,-90.4570986963267.jpg",1,139,265,287,111,426,376
"WSLP_all/000124@30.0043130095697,-90.458589396516.jpg",1,159,281,269,156,428,437
"WSLP_all/000125@30.0044796090028,-90.4585289160637.jpg",1,173,266,312,178,485,444
"WSLP_all/000126@30.0046919269429,-90.4584833580119.jpg",1,1,256,403,208,404,464
"WSLP_all/000127@30.0027370906785,-90.4587861804604.jpg",2,0,181,525,290,525,471
"WSLP_all/000128@30.0035565539615,-90.4585082936729.jpg",1,172,256,360,191,532,447
"WSLP_all/000129@30.004786875924,-90.4581516642596.jpg",1,174,216,463,348,637,564
"WSLP_all/000130@30.002553912992,-90.4581684467535.jpg",2,0,218,639,423,639,641
"WSLP_all/000131@30.0029429788129,-90.4580461118871.jpg",2,0,251,636,390,636,641
"WSLP_all/000132@30.0193566497147,-90.4604215238158.jpg",1,263,238,256,160,519,398
"WSLP_all/000133@30.0655246008869,-90.7008901230947.jpg",1,194,301,119,103,313,404
"WSLP_all/000134@30.0696156420035,-90.7034369552405.jpg",3,119,263,254,139,373,402
"WSLP_all/000135@30.0731527484977,-90.705883055838.jpg",3,233,333,147,81,380,414
"WSLP_all/000136@30.0713469486769,-90.7050188961817.jpg",3,212,284,263,134,475,418
"WSLP_all/000137@30.0711740201684,-90.7048878967911.jpg",1,99,310,386,106,485,416
"WSLP_all/000139@30.0514070199246,-90.7475456626506.jpg",1,153,212,327,154,480,366
"WSLP_all/000140@30.0582462197324,-90.754076345185.jpg",1,75,254,423,222,498,476
"WSLP_all/000141@30.056307404016,-90.5514648817511.jpg",1,229,238,275,217,504,455
"WSLP_all/000142@30.0558928528623,-90.551449166935.jpg",1,256,246,264,178,520,424
"WSLP_all/000143@30.0605068099183,-90.5513307817843.jpg",5,199,310,283,157,482,467
"WSLP_all/000144@30.0550486241379,-90.5513894068882.jpg",1,237,241,260,181,497,422
"WSLP_all/000145@30.0549862883448,-90.5509315427011.jpg",2,170,187,471,362,641,549
"WSLP_all/000146@30.0568090588425,-90.5505758347831.jpg",3,66,278,504,141,570,419
"WSLP_all/000147@30.05378935765,-90.550523682837.jpg",3,192,223,449,184,641,407
"WSLP_all/000148@30.0538477012321,-90.5502956317042.jpg",2,204,242,437,157,641,399
"WSLP_all/000149@30.053474470464,-90.5502226995178.jpg",1,265,268,374,156,639,424
"WSLP_all/000150@30.052601080791,-90.541495770358.jpg",1,124,256,394,186,518,442
"WSLP_all/000151@30.0513977988949,-90.5343236629538.jpg",1,137,276,231,133,368,409
"WSLP_all/000152@30.0516977333106,-90.5413733472463.jpg",1,123,198,507,316,630,514
"WSLP_all/000153@30.0545926145261,-90.5366720004737.jpg",1,212,268,301,184,513,452
"WSLP_all/000154@30.0525563557241,-90.5436234651661.jpg",1,239,279,231,151,470,430
"WSLP_all/000155@30.0521780566274,-90.5435727257631.jpg",1,190,275,315,143,505,418
"WSLP_all/000156@30.0550906083733,-90.5433694687937.jpg",2,0,247,638,238,638,485
"WSLP_all/000157@30.0508192410701,-90.5364998565564.jpg",1,123,269,518,192,641,461
"WSLP_all/000158@30.0567768172766,-90.5433877175734.jpg",2,0,246,635,255,635,501
"WSLP_all/000159@30.0516297567719,-90.5364902166922.jpg",2,136,256,505,169,641,425
"WSLP_all/000160@30.0553215572254,-90.5433170615519.jpg",3,24,261,432,164,456,425
"WSLP_all/000161@30.0529680147211,-90.5432851382846.jpg",2,0,246,609,281,609,527
"WSLP_all/000162@30.0537246468594,-90.5432823024748.jpg",1,124,228,438,207,562,435
"WSLP_all/000163@30.0521519290845,-90.5429944758877.jpg",1,147,283,283,89,430,372
"WSLP_all/000164@30.0596256162555,-90.5428024451933.jpg",1,0,256,347,136,347,392
"WSLP_all/000165@30.0541972352434,-90.5426084183576.jpg",1,64,241,567,201,631,442
"WSLP_all/000166@30.0551680555891,-90.5426196835865.jpg",1,101,236,540,284,641,520
"WSLP_all/000167@30.0548018144893,-90.5425941393666.jpg",1,19,226,622,275,641,501
"WSLP_all/000168@30.0510507645712,-90.535439093132.jpg",3,0,201,636,340,636,541
"WSLP_all/000169@30.0588990209208,-90.5425363467303.jpg",2,0,236,633,258,633,494
"WSLP_all/000170@30.0524803042149,-90.5425114036819.jpg",3,59,261,468,196,527,457
"WSLP_all/000171@30.0537414327348,-90.5339318767985.jpg",1,16,248,375,218,391,466
"WSLP_all/000172@30.0522820026156,-90.5336148399935.jpg",3,138,243,290,155,428,398
"WSLP_all/000173@30.0533724597639,-90.5335744816117.jpg",1,0,233,426,304,426,537
"WSLP_all/000174@30.0526471055958,-90.5334254121531.jpg",1,22,163,590,400,612,563
"WSLP_all/000175@30.0537847121294,-90.5332519105654.jpg",1,166,283,156,107,322,390
"WSLP_all/000176@30.0513031912724,-90.5332117698042.jpg",1,79,243,352,226,431,469
"WSLP_all/000177@30.0536048635968,-90.5332280660167.jpg",1,294,256,281,159,575,415
"WSLP_all/000178@30.052560380841,-90.5329962143372.jpg",2,2,227,639,217,641,444
"WSLP_all/000179@30.051083357611,-90.533137672009.jpg",2,0,161,411,345,411,506
"WSLP_all/000180@30.0505260346673,-90.5330726057128.jpg",1,0,219,470,275,470,494
"WSLP_all/000181@30.0544888456691,-90.5329269931468.jpg",1,161,278,309,154,470,432
"WSLP_all/000182@30.0537051851937,-90.5328036841223.jpg",1,186,303,276,141,462,444
"WSLP_all/000183@30.0540717924202,-90.5309863091083.jpg",1,137,278,413,154,550,432
"WSLP_all/000184@30.0538995473427,-90.5309782124659.jpg",1,144,280,398,179,542,459
"WSLP_all/000185@30.0537393591806,-90.530922602562.jpg",1,154,253,283,198,437,451
"WSLP_all/000186@30.0530975684508,-90.5307507531304.jpg",1,119,253,422,165,541,418
"WSLP_all/000187@30.0529518390931,-90.530707672609.jpg",1,90,226,418,228,508,454
"WSLP_all/000188@30.0527942519278,-90.5306457217932.jpg",1,0,256,542,205,542,461
"WSLP_all/000189@30.0541356474469,-90.5306033099305.jpg",1,127,236,393,177,520,413
"WSLP_all/000190@30.0525943945377,-90.5306504920989.jpg",1,38,266,385,186,423,452
"WSLP_all/000191@30.0539455103645,-90.530560586807.jpg",1,142,222,299,173,441,395
"WSLP_all/000192@30.05367242686,-90.5304711167035.jpg",1,185,233,292,186,477,419
"WSLP_all/000193@30.0533250570506,-90.5304201764421.jpg",1,175,280,257,162,432,442
"WSLP_all/000194@30.0515924194615,-90.5304278101942.jpg",1,247,243,332,189,579,432
"WSLP_all/000195@30.0529937428416,-90.5303280153709.jpg",1,129,273,379,154,508,427
"WSLP_all/000196@30.0526581413254,-90.5302769821849.jpg",3,289,256,334,176,623,432
"WSLP_all/000197@30.0510564351883,-90.5303088510341.jpg",1,231,264,301,180,532,444
"WSLP_all/000198@30.050925055514,-90.5302877829086.jpg",1,224,244,364,207,588,451
"WSLP_all/000199@30.0542053338337,-90.5301349155019.jpg",2,0,270,575,202,575,472
"WSLP_all/000200@30.0525178556343,-90.530202248938.jpg",1,107,251,534,191,641,442
"WSLP_all/000201@30.0540623620826,-90.5301518726351.jpg",1,139,278,291,157,430,435
"WSLP_all/000202@30.0538944797373,-90.5300836829277.jpg",4,61,224,487,291,548,515
"WSLP_all/000203@30.0510947678663,-90.5298849766001.jpg",1,117,266,279,155,396,421
"WSLP_all/000204@30.0535591893692,-90.529997876507.jpg",1,151,283,292,164,443,447
"WSLP_all/000205@30.05323812042,-90.5299309220283.jpg",1,136,268,391,162,527,430
"WSLP_all/000206@30.0527425868834,-90.5298211194194.jpg",1,148,265,367,143,515,408
"WSLP_all/000207@30.0523392380198,-90.5297263806165.jpg",2,0,209,498,292,498,501
"WSLP_all/000208@30.0509860538173,-90.5293421724247.jpg",1,67,261,385,252,452,513
"WSLP_all/000209@30.0584896873705,-90.5351519424811.jpg",1,171,251,337,189,508,440
"WSLP_all/000210@30.058163674622,-90.5350944911632.jpg",1,156,249,317,203,473,452
"WSLP_all/000211@30.0579663529089,-90.5350549754077.jpg",1,109,243,500,218,609,461
"WSLP_all/000212@30.0577048172958,-90.535019136271.jpg",1,139,237,346,205,485,442
"WSLP_all/000213@30.0575335804123,-90.5349730906958.jpg",1,119,263,408,181,527,444
"WSLP_all/000214@30.0573711685458,-90.5349585858714.jpg",1,200,251,268,188,468,439
"WSLP_all/000215@30.0560056371436,-90.534299371956.jpg",1,124,293,381,135,505,428
"WSLP_all/000216@30.055572551728,-90.5342522664206.jpg",1,116,244,307,201,423,445
"WSLP_all/000218@30.0549028032327,-90.5341217102443.jpg",1,197,269,189,181,386,450
"WSLP_all/000219@30.0734860163092,-90.468169222023.jpg",6,174,244,244,103,418,347
"WSLP_all/000220@30.0734042389244,-90.468131992134.jpg",6,209,261,252,126,461,387
"WSLP_all/000221@30.073270179106,-90.4680224973211.jpg",6,202,271,251,115,453,386
"WSLP_all/000222@30.0731976862191,-90.4679504089401.jpg",6,204,258,249,126,453,384
"WSLP_all/000223@30.0731215659744,-90.4679036452908.jpg",6,213,261,225,124,438,385
"WSLP_all/000224@30.0729759786456,-90.4678100604263.jpg",6,214,263,251,103,465,366
"WSLP_all/000225@30.072884535681,-90.4677665916995.jpg",6,217,256,221,125,438,381
"WSLP_all/000226@30.0726675736405,-90.4676957585978.jpg",6,203,246,255,157,458,403
"WSLP_all/000227@30.0728114474074,-90.4675996600182.jpg",6,226,251,210,153,436,404
"WSLP_all/000228@30.072633644697,-90.4676043661533.jpg",6,213,258,219,139,432,397
"WSLP_all/000229@30.0725332714407,-90.4675578137192.jpg",6,132,238,410,133,542,371
"WSLP_all/000230@30.0723758480622,-90.4674833014086.jpg",6,186,256,309,158,495,414
"WSLP_all/000231@30.0723101003101,-90.4674332867659.jpg",6,176,237,277,154,453,391
"WSLP_all/000232@30.0722567167973,-90.4673483870089.jpg",6,188,238,230,168,418,406
"WSLP_all/000233@30.0790945399825,-90.4785545891498.jpg",1,236,213,348,177,584,390
"WSLP_all/000234@30.0802143101369,-90.477805106232.jpg",1,263,239,336,174,599,413
"WSLP_all/000235@30.0900025500882,-90.4934560713999.jpg",2,293,228,348,209,641,437
"WSLP_all/000236@30.091047749253,-90.4933112868497.jpg",3,36,233,600,166,636,399
"WSLP_all/000237@30.0956969746893,-90.4931234593493.jpg",1,174,224,237,176,411,400
"WSLP_all/000238@30.08554971305,-90.5127788489597.jpg",1,213,259,248,149,461,408
"WSLP_all/000239@30.0850852894517,-90.5126372206633.jpg",1,169,275,339,117,508,392
"WSLP_all/000240@30.0849142763636,-90.5125753889661.jpg",1,119,268,464,155,583,423
"WSLP_all/000241@30.0882136478624,-90.5138921122489.jpg",1,107,256,504,148,611,404
"WSLP_all/000242@30.0767055584184,-90.5482411184993.jpg",6,226,283,272,105,498,388
"WSLP_all/000244@30.0746952975902,-90.5481368109694.jpg",6,192,276,251,81,443,357
"WSLP_all/000245@30.0745130837235,-90.5442873258281.jpg",1,378,263,243,160,621,423
"WSLP_all/000246@30.0759464995911,-90.5439439957245.jpg",1,0,248,420,162,420,410
"WSLP_all/000247@30.0762342344906,-90.5439195845375.jpg",3,0,268,263,133,263,401
"WSLP_all/000248@30.0757159618292,-90.5439363366536.jpg",1,9,224,528,190,537,414
"WSLP_all/000249@30.0747856238162,-90.5438931188595.jpg",2,0,256,411,170,411,426
"WSLP_all/000250@30.0745763772865,-90.5438821296682.jpg",2,0,241,455,177,455,418
"WSLP_all/000251@30.0769732582433,-90.5444069643103.jpg",5,173,315,223,97,396,412
"WSLP_all/000252@30.0763449079085,-90.5397072772486.jpg",1,0,288,421,124,421,412
"WSLP_all/000253@30.0735829349584,-90.5392139227802.jpg",3,201,264,185,135,386,399
"WSLP_all/000255@30.0734403425469,-90.5392118973371.jpg",1,187,288,189,102,376,390
"WSLP_all/000256@30.0768555294533,-90.6266606388972.jpg",6,207,253,337,186,544,439
"WSLP_all/000257@30.0801481341501,-90.5546768270143.jpg",6,242,265,174,115,416,380
"WSLP_all/000258@30.0782374171819,-90.5546316821744.jpg",6,228,284,208,88,436,372
"WSLP_all/000259@30.0817205640728,-90.554730940468.jpg",6,179,241,309,156,488,397
"WSLP_all/000261@30.0788587270969,-90.5492643924393.jpg",6,223,280,208,94,431,374
"WSLP_all/000262@30.0762788274637,-90.5521112779094.jpg",1,109,273,289,138,398,411
"WSLP_all/000263@30.0750854130399,-90.5521048244605.jpg",1,52,246,407,166,459,412
"WSLP_all/000265@30.0518855980224,-90.4681132989189.jpg",1,148,273,414,147,562,420
"WSLP_all/000266@30.053190383363,-90.466850212082.jpg",1,171,251,220,162,391,413
"WSLP_all/000267@30.0529907577793,-90.4664094058905.jpg",1,175,233,253,164,428,397
"WSLP_all/000268@30.053309813023,-90.4662738685638.jpg",3,173,263,297,128,470,391
"WSLP_all/000269@30.053052729725,-90.4660611553649.jpg",1,23,273,425,107,448,380
"WSLP_all/000270@30.0527659711733,-90.4657601946624.jpg",1,137,266,395,155,532,421
"WSLP_all/000271@30.0527266543728,-90.4659280695603.jpg",1,163,281,394,171,557,452
"WSLP_all/000272@30.0521685478234,-90.4652153831896.jpg",1,0,261,458,149,458,410
"WSLP_all/000273@30.0517287277049,-90.4652476621246.jpg",1,228,295,355,147,583,442
"WSLP_all/000274@30.051907064658,-90.4647150653102.jpg",1,237,298,268,106,505,404
"WSLP_all/000276@30.0825206135155,-90.4603408551146.jpg",6,184,278,296,100,480,378
"WSLP_all/000277@30.0669530717763,-90.4918798924042.jpg",1,71,256,298,181,369,437
"WSLP_all/000278@30.0792043976672,-90.4600916628462.jpg",1,237,296,196,81,433,377
"WSLP_all/000279@30.0785504399667,-90.4599234933434.jpg",1,224,251,401,156,625,407
"WSLP_all/000280@30.0795447452325,-90.4594278535714.jpg",3,216,295,155,87,371,382
"WSLP_all/000281@30.0612555820394,-90.4856212641082.jpg",1,104,270,265,147,369,417
"WSLP_all/000282@30.0678503927578,-90.4853723229629.jpg",1,77,211,564,221,641,432
"WSLP_all/000284@30.0633599574441,-90.4819741545199.jpg",1,54,238,587,194,641,432
"WSLP_all/000285@30.0807338865069,-90.5072915354647.jpg",3,152,243,321,156,473,399
"WSLP_all/000286@30.0804067825029,-90.5071804197324.jpg",3,160,214,481,171,641,385
"WSLP_all/000287@30.0799206074232,-90.5070484906806.jpg",1,196,266,293,114,489,380
"WSLP_all/000288@30.0506390259378,-90.6139879267592.jpg",5,165,300,139,107,304,407
"WSLP_all/000289@30.0487945907964,-90.613906409941.jpg",1,114,274,266,202,380,476
"WSLP_all/000290@30.0526335868597,-90.6147922239367.jpg",1,0,268,335,202,335,470
"WSLP_all/000291@30.0516813767935,-90.6139519565254.jpg",1,0,213,632,387,632,600
"WSLP_all/000292@30.0490231851103,-90.6139869433175.jpg",1,55,265,515,158,570,423
"WSLP_all/000293@30.0499064092853,-90.6138162032495.jpg",1,0,280,426,186,426,466
"WSLP_all/000294@30.0485296026047,-90.6138134973147.jpg",1,104,239,277,227,381,466
"WSLP_all/000296@30.0506969181914,-90.6138484282796.jpg",1,342,281,268,134,610,415
"WSLP_all/000297@30.0520549760084,-90.613781729285.jpg",1,142,214,395,252,537,466
"WSLP_all/000298@30.0502679250193,-90.6137092845717.jpg",1,6,268,635,179,641,447
"WSLP_all/000299@30.0637220809503,-90.4704858864064.jpg",6,224,270,192,87,416,357
"WSLP_all/000300@30.064099803314,-90.4705742957627.jpg",6,189,258,251,117,440,375
"WSLP_all/000301@30.0641577033619,-90.4704884379628.jpg",6,194,281,289,113,483,394
"WSLP_all/000302@30.0638299721351,-90.4702193993614.jpg",6,204,271,323,137,527,408
"WSLP_all/000303@30.0642151412546,-90.4703488409789.jpg",6,210,268,325,151,535,419
"WSLP_all/000304@30.0681915084964,-90.5002062729545.jpg",1,252,269,265,143,517,412
"WSLP_all/000305@30.0680094909693,-90.5001793412022.jpg",1,305,256,264,138,569,394
"WSLP_all/000307@30.0639783230385,-90.4698956559154.jpg",6,212,273,301,133,513,406
"WSLP_all/000308@30.0643031458614,-90.4701362667986.jpg",6,177,253,373,133,550,386
"WSLP_all/000309@30.0638254386254,-90.5001384434953.jpg",1,210,258,205,143,415,401
"WSLP_all/000310@30.0650048280392,-90.5004478844976.jpg",1,72,268,341,152,413,420
"WSLP_all/000311@30.0650173980497,-90.4999135056575.jpg",3,205,285,237,128,442,413
"WSLP_all/000312@30.0667383755192,-90.4999496979287.jpg",1,213,253,290,149,503,402
"WSLP_all/000313@30.0635068809907,-90.4701969065026.jpg",6,188,251,255,113,443,364
"WSLP_all/000314@30.063189580089,-90.4697697129458.jpg",6,204,263,243,137,447,400
"WSLP_all/000315@30.0636176013778,-90.4698545220321.jpg",6,210,275,210,83,420,358
"WSLP_all/000316@30.0632615781201,-90.4696868946282.jpg",6,187,242,301,171,488,413
"WSLP_all/000317@30.0641394593629,-90.4993454800419.jpg",1,94,279,409,158,503,437
"WSLP_all/000318@30.0601766125525,-90.4806989166702.jpg",6,209,273,261,95,470,368
"WSLP_all/000319@30.0637075470619,-90.4696988370556.jpg",6,190,273,287,117,477,390
"WSLP_all/000320@30.063328942144,-90.4695598566904.jpg",6,148,222,330,166,478,388
"WSLP_all/000322@30.0633752429945,-90.4694456475066.jpg",6,218,274,248,89,466,363
"WSLP_all/000323@30.0625818766554,-90.4989791556518.jpg",1,138,261,290,188,428,449
"WSLP_all/000324@30.0631694526026,-90.4691787185269.jpg",6,183,251,230,130,413,381
"WSLP_all/000326@30.0632015254504,-90.4691088902461.jpg",6,209,259,202,99,411,358
